start,end,text
1127.74,1159.47,"X is a subset of A. So it may be that this customer has been buying more products. But at least X should be in there. And now we are interested in the instances, like in the number of instances or the fraction of instances that is meeting a certain threshold. So we set the threshold and we are now interested in all sets that are frequent."
1159.54,1190.32,"That's the basic idea. And we always have, like, we can look at a relative notion where we get a number between 0 and 1, and we have this support count where we do not divide by this, and we get an absolute number that is between 0 and the number of transactions that we have in our database. Clear? Just to get used to the notation. So if we go back to our example, then the support of Merlot, the set consisting of just Merlot,"
1190.32,1220.53,"is three out of four, because we have four transactions, that D is consisting of four elements, and three of the four elements contain Merlot, this one, this one, and this one. If we look at the support of Bitburger and Penne, it is one out of four, right? So again, we have four transactions, and now we look at the transactions that have Bitburger and Penne in it. So this one,"
1220.78,1247.15,Has this included? This one not. This one not. Because Bitburger is missing here. And this one is also not. So only one out of four. Do we get it? So everything in this set needs to be included. Not just a subset. Everything should be included. Yeah? Clear?
1247.15,1277.1,"And again, we can look at a relative notion and we can, let's say, count the absolute number. That's very easy. So our problem statement is now very simple. And that's what we talk about the rest of the lecture. We have a database where we have a multi-set of sets of items. And we want to find all the item sets which are frequent. We now want to find..."
1277.1,1304.34,Think about the supermarket. We now want to find all sets of items that have been bought at least a thousand times together. And we set a threshold in such a way that our number of patterns that we find is still manageable. And we can play with this. And that sounds like an incredible trivial task. You just have...
1304.82,1333.39,"Like a database and you just want to count how many customers have been buying at least one product. And if you would ask that for one item set, that is very easy. You just walk through the database and you can answer the question. However, the number of candidates is very high. Because if I have m unique items and I look at the non-empty sets of items, this is my number of candidates."
1333.78,1358.32,"So to check it for one item set is easy. One pass through the database and you're done. But you need to check it for 2 to the power m. So if you use a brute force approach, that is never going to work. If m is, let's say, a larger number, which it typically is. So that's the problem. So think about the supermarket."
1358.32,1384.37,"You can, depending, so Aldi has less products than Rewe or something like that. And Dutch Albert Heijn has even more items. But like a modern supermarket has in the tens of thousands of different products that are there. So if you look at the item sets that can be generated, it's 2 to the power 90,000, if that would be in this case."
1384.85,1411.98,"Let's assume that we have a supermarket, let's say Rewe, that has 50,000 different products. So what is the number of candidate item sets? It's 2 to the power 50,000 minus 1. So for you it is difficult to imagine that number, but here I wrote it down for you. So this is the number."
1412.14,1438.83,"So I'm showing you this, how absurd if you do this naively, you will never be able to do anything meaningful, right? You have no idea where to start. Yeah? So if you do frequent pattern mining, you always have this problem that the number of candidate patterns is huge and you cannot just try all patterns and then you're done. You need to do it more smartly, right? And I hope..."
1438.83,1463.1,"This sticks in your mind that you need something like that. So that will not work. But of course, most of them are not frequent. If we set the threshold properly, most of them probably never happened. There are not so many people in the world. So it's impossible. The number of..."
1463.1,1493.01,"possibilities of going to a supermarket is much larger than the number of people in the whole world, right? So you will never see all of them. So you only see a tiny subset. So you need to do this, let's say, smarter. I start with some definitions and then I go into two algorithms that actually do that. So a first observation for you to look at is that if we look at the number of closed item sets,"
1493.04,1521.1,"If we only store these, we can derive the frequency of any item set. Let me explain how this works. So an item set X is closed. If there is no proper superset, so there is no other set that is larger than it, strictly larger, that has the same support. So this means that X is closed."
1521.46,1549.01,"that if I want to add one more item, the frequency will always go down. You need to realize if I look at the number of customers buying beer, it's higher or the same as the number of customers buying beer and diapers. So if I add an item to my item set, the frequency will go down normally. It cannot increase. It can only go down."
1549.04,1578.56,"And closed item sets are pushing the boundary. So you look at an item set and you cannot add any element to it without reducing the frequency. That's the setting. So this is the formal definition. And the interesting thing is now that just storing the closed item sets, you are able to decide for every item set how frequent it was. So this is the way."
1578.56,1605.62,"of, let's say, making this more compact. Then there is a definition of closed frequent item sets. These are closed and frequent. So they are above our threshold. And if I want to add an item, it doesn't matter which one, my frequency will go down. So that's closed frequent item sets. And then there are the maximal frequent item sets."
1605.62,1635.34,"And if we have set this as a threshold, so we are interested in the patterns that at least meet this threshold, making the item set larger will always lead to a reduction of the number of transactions. It can never lead to an increase. And maximal frequent item sets are pushing against this boundary. So these are sets that if I want to add another element, I always make it..."
1635.34,1660.88,"infrequent. These are item sets that are still frequent, but if I add one item, it doesn't matter which one, I go over this border that I said before, and it becomes infrequent. Do you see that? I can show you some examples, but the thing that you hopefully get is that"
1661.23,1686.5,"Right, these item sets, maximal frequent item sets are also closed, but not all closed item sets are maximal frequent, right? Because there can also be closed item sets here and there can be closed item sets here. Yeah, so let's assume an example. So we have, let's say, 100 items, A1 until A100."
1686.5,1717.3,"We have a database where 10 customers have been buying A1 until A50. 10 customers have been buying everything. And I set this as my threshold. So we want that the support is 25%. So we set this. So how many frequent item sets are there? This is the number, right? Because I have the threshold that is very low."
1717.3,1748.46,"So for example, if I take the item set A100, there are 10 customers buying already that. If I look at A99 plus A100, there are 10 customers, so I meet the threshold. So basically any subset is frequent. So this is showing an absurd number of frequent item sets. But now we look at the number of closed frequent item sets, and there are only two."
1748.46,1779.22,"So this is a closed frequent item set and this is a closed one. And these are the only two. And with these two closed item sets that I have here, I'm basically able to derive all of the other frequent item sets. Because if I know the frequency of these two closed item sets, I can determine the frequency of any item set. And this is why this is important."
1779.86,1808.43,"So the support of this item set here, A1 until A50, is 20 over 20, right? Because we have 10 customers buying this and 10 customers buying this. So everyone is buying A1 until A50, right? So we have a support of 1. If we look at B, the entire set, then we can see that these 10 customers have been buying this, these 10 customers not."
1808.43,1838.21,"So we have a support of 0.5, both meeting the threshold. Just look at this item set. If I'm adding now A51, my support immediately goes to this value. So hopefully by these examples you understand the number of closed frequent item sets is much smaller."
1838.21,1865.9,contain all the information that we need. We can determine the frequency of any item set. There is one maximal frequent item set and that is this one. That is pushing as a boundary and I can no longer extend this because I've used all the items. Let's take another SO here. I'm increasing the threshold.
1866.45,1897.42,"Now there are 2 to the power 50 minus 1 frequent item sets, and there is only one closed frequent item set, and there is just one maximal frequent item set. To show you, there are many frequent item sets, but we can represent them in a compact way. Clear? Let me make it more difficult. We now have 10 customers buying the first 99 products."
1897.52,1927.33,"And 10 other customers buying the last 99 products. So A2 until A99 are bought by all customers, if you look at this carefully. But just half of the customers have something involving A1 and just half of the customers have something involving A100. Again, the number of frequent item sets is very..."
1927.33,1957.78,"high, right? So as long as we do not do A1 and A100 and we look at any subset, we are okay because it's bought by all of the customers. So again, many frequent item sets. There is just one closed item set, that is this one, because if I add A1 to this, right, my frequency goes down. If I add 100, A100 to it,"
1957.78,1986.58,"my frequency also goes down. So one closed frequent item set, and this one is also maximal. These things are a bit artificial, but the thing that you should get from it, there are many item sets possible, but if you start looking at the closed ones, it is relatively limited often, right? Because you look at the things that are pushing the boundary, and..."
1986.58,2011.34,"Like if you think about the techniques that we show later, they are, let's say, exploiting this in some way. So this visualization may help. So here are all frequent item sets that may be huge. Then the number of closed frequent item sets is already much larger. And the number of maximal frequent item sets, they are also closed and frequent, so they are also there."
2012.14,2052.21,"And the interesting thing is now if you know the green ones, you can compute the frequency of all the other ones. So that is what the algorithm should think about, how they can exploit this. And we will see a bit of that. But there is this observation that you do not need to look at everything. That there are more compact ways of storing this."
2053.3,2080.53,"Okay, so we now have two algorithms. The first one is relatively simple. The second one is very complicated. So the first one is based on the a priori principle. So it's based on this paper of 1994. For a long time, it was one of the most or the most cited article in computer science. Now there are other articles."
2080.53,2106.22,"But it is using an approach that is exactly solving our problem. And why is this paper influential? Because it talks about a principle that is not only applicable to item sets, it's applicable to many different things. And here I try to visualize, let's say, this general principle. If I have a bigger pattern that is frequent..."
2107.22,2134.5,"then if you have defined things in a particular way, then all of the sub-patterns in it are also frequent. If this is frequent, then all the parts of it should also be frequent, and this should also be frequent. If there are many customers buying A, B, and C, then there must also be many customers buying A and B."
2134.5,2165.87,"And there must also be many customers buying A, which is trivial, right? You can apply this in the reverse direction. So you know that if there are few customers buying A, I know that I do not need to bother about these, right? So if an item set is infrequent, then anything containing it is by definition also infrequent, right? And that's what these algorithms are exploiting."
2166.13,2195.12,"And that saves a lot of work. So this is formally describing this. So again, this is our input, a multi-set of a set of items. We have a threshold. And we know if A is a subset of B, that the support of A must at least be the support of B. So if I make the item set bigger, frequency can only go down."
2195.34,2224.05,"So that means that if A is a subset of B, and the support of B meets the threshold, then the support of A must also meet the threshold. And I can of course reverse this in the other direction, and this is actually the most important observation. If A is a subset of B, and the support of A is already below the threshold, then the support of B will also be below the threshold."
2224.05,2251.39,"So in other words, if we already know this, then we do not need to consider B, right? Because it can never be, let's say, above the threshold. So that's the mechanism that is being used. And it is used in two ways, right? And if you think about it, it's very simple. So it is using, let's say, the notion of leveling. So LK..."
2251.39,2277.94,"are all the frequent item sets that have a size K. So we start with item sets of size 1, then we go to item sets of size 2, item sets of size 3. So LK are all the item sets of a certain length, and this is what we need to compute. And note that, for example, if I take L, L is 1, it is very easy."
2277.94,2306.45,"For every item, I just go through all the transactions and I count how many customers have been buying that product. So to compute L1 is very easy. For every product, you walk through the database and you look at what is the percentage that I've bought this item, and you add them to this set. And the set cannot be bigger than the number of items that we have."
2307.15,2335.89,"So that's the first step. But now we look at, let's say, going from LK to LK plus 1. And there are these interesting observations. So for any A element of LK, there are, of course, two subsets that contain one element less, such that the union of these two is again A. It must be."
2335.89,2366.61,"If I have a set of length K, I should be able to find two sets that have one element less, in such a way that the union is there. And I will also give you a way to construct this. For any A element LK, and I have, let's say, two, in such a way that A is the union of these two, and these both have, let's say, one element less,"
2366.61,2398.29,"then they must be in this set. So this gives us a way of if we have A prime and A double prime, then based on this, we can construct the A. And this is a mechanism to construct any A. And what hopefully makes it easier for you, if I just assume that all of our items are sorted, as I can just, I don't know, alphabetically sort all the different items. So in any set,"
2398.29,2426.22,"like the ordering is based on the lexicographical ordering of the product names, for example, then if I have a, then I can look at a prime that is the same as a without a k, and I can look at a double prime that is the same, but without a k minus 1. Whenever I have a set,"
2426.22,2454.35,"I can look at the set without the last element, and I can look at the set of the one not without the last element, but the one before last element. Right? And I can apply, of course, this in the reverse direction, because if I now take a look at the union of A prime and A double prime, I get A. So I gave you a way of deterministically constructing A."
2454.35,2484.34,"from a single prime and a double prime, right? So if I can give you a mechanism to construct this from things that have one element less, I can simply use that. So I know that any item set of length k is, let's say, composable of, let's say, a prime and a double prime."
2484.34,2514.69,"And that's what is written on this slide. So this gives me a way of if I'm interested, so I know all the item sets of length k minus 1, and I now want to compute the item sets of length k, I know that I can create all of my candidates without actually looking at the database. So I can construct all candidates of..."
2514.69,2542.21,"length k from the elements of k minus 1. And so any a of length k can be obtained by combining these two. Of course, if I take an a prime and an a double prime that are frequent, I do not know yet whether these are frequent. But what I know is, if they are frequent,"
2542.21,2570.42,"it is constructible in this way. So the implication is only one direction. So CK is the number of candidates, right? So if we construct an A in this way, we know that we are covering all potentially frequent item sets, but we do not know yet whether they are frequent. Do we get this? Step one, yeah?"
2575.86,2606.16,"No, because in our construction, we select them in such a way that they are identical apart from their last element. So that's a deterministic way of how to create them. So this way we get all the candidates. And the thing that you should note is I generated candidates without looking at the database."
2606.26,2636.83,"Note that the number of candidates of length k is much larger, probably. But I'm creating possible candidates. So this is one step where we are using a priori. Now there is the other step where we are using a priori. Again, without going to our database, we know that if we look at a candidate,"
2636.83,2664.46,"length k, we know that if we remove one element it has to be frequent. So if we have a is an element of ck, we can look at k item sets that have one element less and we can verify whether they are frequent. If one of the subsets of a is infrequent, we know that a cannot be frequent."
2664.62,2695.94,"So we can do this test. So for any element A, we look at whether it is frequent. If it's not, we can remove it. And again, the thing that you should do is that we are now talking about item sets of length K, and we still did not look at our database. We did not do this expensive operation of going through our entire data to check whether it's frequent. So this is step two."
2695.94,2725.33,"So in step 1 and step 2, we are using this a priori property. And then only in the last step, we need to check whether these candidates are actually frequent. And then we need to walk to the database, and then this is what we compute. So we now moved from item sets of length k minus 1 to item sets of length k. And now, of course, we go to k plus 1, etc."
2726.26,2760.91,"Do we get this? Right? So you should be able to do this with pen and paper. Yeah? No, no, no. Because it's like we have a constructive approach, what you see here. Right? So we know that these two are frequent. But if I now, for example, remove A2, right, combined with AK, I do not know whether that is frequent."
2763.41,2791.92,"So think about it. We only know it for these two subsets, but it should hold for all subsets. And for example, it could very well be that the set without A2 but with AK, that that one is infrequent. And that's a mechanism to do it. Later there is an example, it's a bit hidden, but where you can see that it actually applies. Yeah? Clear?"
2791.92,2818.45,"Okay, so this is now the algorithm. I'm not going to spell it out, but it is going through all of the different phases. So we first create candidates of length k based on the frequency item set of k minus 1. So we use a priori once. Then we, let's say, remove individual elements, check whether it's still frequent."
2818.45,2848.69,"And only in the very last step, we go to the database and check whether it is actually frequent. And this example is not so elegant. It's taken from the book. So here, this is our database. So these are our item sets. So it's a multi-set of items. Just forget about this column. That's just an identifier, for example, of the customer."
2848.69,2878.72,"So we have a multi-set of items and we have a threshold set. To be honest, I'm not completely sure about the threshold. I think the threshold is two, right? So now we look at all the items of set one that are actually frequent. So the first step is quite trivial. And we find that I1, I2, I3, I4 and I5."
2878.72,2912.59,"have a frequency of at least two, right? So for example, is there an item that, so all are still in there, but it could be that if I would have an i6 here, it would have already disappeared here. So these are all the frequency item sets of length one. Now I create candidates, so this set that you see here is created from all combinations of these sets."
2913.58,2943.12,"What I now do is that I see whether I can prune this. I check whether they are actually, so I count how frequent they are. And then I end up this set. And this is the set of items with length 2. And now let's say the key step comes where the question was earlier. As I said, it's a bit hidden here. But this is my L2."
2943.12,2971.18,"And I want to go to L3. So how can I do that? I need to take, let's say, all item sets here that are differing in the last element. So I can take this one with I1 and I3, et cetera, et cetera. So I look at the item sets that I get like this."
2971.31,3000.1,"And now note that based on this, you would expect, for example, a possible combination involving the item sets that we have here is I2, I4, and I5, right? But I2, I4, and I5 cannot be frequent because I4, I5 is missing in here. Do you see that? So although based on this, you would think..."
3000.1,3030.37,"It is the case. But you just create, let's say, all item sets of length 3 based on what you see there. And then you remove one of them, and it should be in this table. And in this table, we do not see all the combinations. So these are then the candidates, and we actually count how frequent they are, and this is what you end up with at the end. The example is not so elegant, but I hope that the principle is clear. That's a priori."
3030.37,3062.91,"And I hope that you understand that this mechanism can also be applied to graphs, pictures, etc. It's the same idea. So there are various optimizations possible if this doesn't perform well. Note that in the end, for every item set, I have to go back to my database. So here we would look at these bigger sets."
3062.91,3090.42,"but I think it's not continued here because then we would immediately see that that is not possible. And so at some point in time, the next set of candidates will be empty. That automatically happens. And so in the worst case, it would end that you have all the items, right? Like in one of my first examples. Yeah?"
3090.42,3119.79,"So that is the general a priori principle. I will come back to this later, also when I talk about sequences and partial hours, etc. But the basic idea is that if I have a pattern that is included in a bigger pattern, then if this one is frequent, then also this one has to be frequent. If this one is infrequent, then also this one has to be infrequent. And I'll just show you a vague picture."
3119.79,3150.85,"but you can think of graph sequences, any mathematical object. If you define this problem, if you ensure that this holds, then you can apply the same principle. Yeah? I'll skip this for the interest of time. All right, as I said, I will come back to this principle later. Then, as I said, the algorithm that I just showed to you was relatively simple, right?"
3150.85,3180.75,"But it has one big drawback, and the drawback is if in the end I find 1,000 patterns, I have went through my entire database 1,000 times. Now I show you an algorithm that allows you to go to your database only twice. You have two passes through your database, and you have all the information. So that's why..."
3180.75,3210.61,"But you build a data structure that is pretty big, right? That's the thing. So if this data structure fits into memory, this is much faster, right? Because you do not have to go back to your data set anymore. And so here you see some graphs from these original papers. And they show you, let's say, that things that are completely infeasible, right, if you're using a priori, become feasible if you're using FPGraph."
3211.25,3240.91,"Yeah. Okay. So how does it work? Again, the setting is exactly the same, right? So we have a database that is a multi-set of sets of items. And we are interested in item sets that meet the threshold. And we are going to solve this by building a so-called prefix tree. It's called an FP tree."
3240.91,3270.0,"And that contains, let's say, all the information that is needed to compute all the frequent item sets. This is a high-level description of the algorithm. So why is this relevant? So you only need two passes through your data. So the first pass is needed to identify for every individual item how frequent it is. Because we need to have a fixed ordering of all the items."
3270.06,3299.57,"what I called before A1 until A100, you should now think of them as being ordered, where A1 is the most frequent one, A2 is the second most frequent one, etc. If they have exactly the same frequency, we just fix some ordering. So we have ordered all the items based on their frequency. If things have the same frequency, we just pick a fixed ordering. That's important."
3300.3,3328.8,"If items are infrequent, so if an individual item is already infrequent, we can just remove it from a database, right? It can never, so if one item by itself is already infrequent, it will never be an element of a bigger pattern that is frequent, right? So we can simply ignore these things. So based on that, so I did the first pass through my data."
3328.8,3357.26,"And in the first pass through my data, I decided on, let's say, an ordering PDH. So these are the ones that are frequent. So I sort all the instances on these three items. So there could have been other items that were infrequent, and I just removed them. But remember, we have sets."
3357.46,3384.42,"The elements in the sets are ordered, so you can think of all of them as sequences. And based on these sequences, you can build a prefix tree. It's easier when I just, let's say, apply it. So we start with an empty tree, and now we have a transaction PD. And I know that P is before D, so I draw it like this. The second element..."
3384.42,3414.77,I look in my database and I look at the second transaction. It's again PD and I update my graph like this. So I'm updating the counters. Now I have an item set that consists of PD and H. And again I put them into a sequence and I extend the graph like this. And now you understand why I'm doing this. So if I'm now adding an item set just consisting of H.
3414.77,3446.58,"I do it like this. So I always take the ordering based on this. And if I just have H, then the tree is splitting like this. This is the basic ID. And I have a larger example to show how this works. So again, if I add this first instance consisting of P and D, we extend the tree like this. We have another PD."
3446.58,3477.9,"then we extend it like this. We now have an instance that consists of P, D, H. We build a tree like this. And we always, if we, let's say, look at such a sequence, we update all the nodes by one. If I now add H, then we have something like this. Note that if I would now add an element just consisting of P, I would change this number into four. If I would have an element,"
3477.94,3508.03,"consisting of P and D, then this would be 4, and this would become 4. If I would have an element D, I would have a separate branch here to create a new node D. So we are looking at the sequences, and that's why it's called the prefix tree. So if we have just P, as I just indicated, so now I skipped a bunch of steps, but suppose that we are in this state, and we add an item just P,"
3508.03,3537.3,"increment this counter. If we now add PD, then we increase this one and we increase this one. That's not the case here, but if we would now have an instance D, there would be a separate branch. Because we always need to look at the prefix. So this is the result that comes out in the end. So hopefully you understand how this is being built."
3547.86,3576.67,"So, yeah, I see your question. So, suppose that we have D. First, we order it based on the sequence. But if we have an item set just consisting of D, we start here, and we look for a branch, D. That branch does not exist, so we would create a new node here called D, and it would have frequency 1. Right? If I would have an item set..."
3576.67,3606.1,"DP, right? I would not take this branch because I need to sort it. I need to first take the P and then the D. So an item set PD or DP would always lead to this being increased and this being increased. If I would have an item set PH, right? I would first go here, P, and then there would be another node here, H. Right? So..."
3606.1,3645.87,"pH would go here. Based on the frequency. Yeah. So you, that's the case indeed. And then we just always start in the root node and we try to extend the tree along that particular order. Right? And that's why here if we already have, I don't know, P and then do H, then we would go like this. Right? Yeah?"
3646.35,3676.27,"So this is the FP tree. And now the interesting thing that I hope that you kind of get, and this is related to the notion of closed item sets that I talked about earlier, this tree can be used to reconstruct our original data set. So based on this tree, I can reconstruct the original database. So it's a compressed form of the data that we looked at earlier."
3676.27,3713.54,"You should just, so if you go here, you go to P and then to D. If I now take the difference of these two numbers, then I know how many are stopping here. Do you see that? So if I start here and I go here and then I do not continue, I know that there are 40 that just have P. Yeah? No. So, for example, if we look at..."
