start,end,text
1414.5,1442.05,"And this is the general formula. So if we have a vector like this, then this is the length. And I'm showing you that you understand this symbol. That's the length of a vector. Simply the basic things. You can normalize a vector. So if you divide x1 until xn by the length of the vector, you get a vector of length 1."
1442.05,1472.5,"As I said, standard linear algebra repetitions. So if I look at this vector where I divided it by the length, the length of this vector is equal to 1. So we can always normalize a vector. Something that is very important and that we will use multiple times today is if I have a vector, I can basically change this vector by multiplying it with the constant Q."
1472.5,1502.02,"And that basically means that I change all the different entries. And what you will see later is that if we talk about inflating this line, etc., that is often related to, let's say, multiplying a vector with a particular number to scale it. Then there is the dot product that we have already been using on the previous slides, but it's important to get the intuition."
1502.02,1528.93,"So the dot product of two vectors, we have seen it already when I talked about the separating plane. The dot product of two vectors is that we simply multiply x1 times y1, x2 times y2, etc. And until the end, xn times yn, and we sum up all of these numbers. So this is the dot product. Now what is very important for your intuition..."
1528.93,1557.87,"is that this dot product can be easily, let's say, computed. But you can also rewrite this dot product using another expression, and that is this expression. So the dot product that I just indicated is equal to the length of the first vector times the length of the second vector times the cosine of the, let's say, the angle between these two vectors. Right?"
1557.87,1582.61,"So this expression is the same as this expression. So later, we will talk, for example, about when a vector is orthogonal. And if a vector is orthogonal, then the cosine is equal to 0. So the dot product is also equal to 0. And here you can see some numbers."
1582.61,1610.85,"So if the angle is equal to 0, then the cosine is equal to 1. So we simply multiply the length of the vector. If it's 90 degrees, then the cosine is equal to 0. So we have this value. If it's 45 degrees, so it's a bit in the middle, then it's the product of the two lengths of the vectors times 0.7. If it's 180..."
1610.85,1640.05,"So it's pointing in completely the different direction. It is maximally negative. So this hopefully refreshes some of your knowledge. And here I show the graph. So we are looking at the blue dashed line. That is the cosine. If the angle is equal to 0, it is 1. If it's equal to 90 degrees, it is equal to 0. If it's equal to 180 degrees."
1640.05,1670.77,"So pointing in opposite directions, it is minus 1. That hopefully refreshes some things there. Then hyperplane. I already showed you this formula. Now in an n-dimensional space. So our instances look like this. So we have an n-dimensional vector. We have n descriptive features. And the separating plane is basically the line that is putting constraints on these numbers."
1670.77,1699.33,"And if this is equal to zero, we have a point that is on the separating line. If it's bigger than zero, it's on one side. If it's smaller than zero, it is on the other side. So these are the three variables. These weights kind of describe this, and we have this constant B, and this is defining a hyperplane."
1699.33,1729.04,"Instead of writing this, but you should know this, and I can also write this like this, that this would be the alternative for formulation. So a hyperplane, a line like this, is fully defined by this weight vector and this constant b. So whenever we have a weight vector and a constant b, we are completely defining a hyperplane."
1729.04,1759.87,"And here I'm showing it, let's say, for two dimensions, but this also holds in the n-dimensional space. So if I look at these values, so the w vector is 0.4 and 1, and b is equal to minus 9, we are describing this line. For example, take that x is equal to 0, right? So x is equal to 0."
1759.87,1790.34,"So this one is 0. Then to be on this separating hyperplane, this other variable, let's say x2, needs to be equal to 9. Because then we have precisely this value. So here I show you, let's say, again, what does it mean to be orthogonal. So a vector is orthogonal."
1790.34,1819.12,"to a line if the cosine is equal to zero, right? What I just indicated. And that corresponds to the dot product being equal to one. So if you think about this for a while, that if this is my separating plane, defined by this, let's say, weight vector w, then this weight vector w is orthogonal to the separating plane. And for the direction,"
1819.12,1847.6,"B doesn't matter. B just says where it is running, but it doesn't determine the angle. We will often use this, so we talk about the separating plane, and then we want to walk in an orthogonal direction, and this W that is explaining this direction is exactly the same W that is used to define the separating line. So there can be different hyperplanes."
1847.6,1876.74,here showing you in the two-dimensional space so this is one that looks good but for example you can see here there's another one this would make an error here there are some errors made here this is also let's say running okay yeah so again I'm repeating a bit what I'm saying and I think that no that's okay so here you can see that I scaled the weights
1876.74,1908.27,"compared to what I had before. An important thing that I indicated before, if this holds, then also this holds. So if I have an expression like the dot product of w and x plus b is equal to zero, then if I multiply this side with q, and I multiply this side with q, then this side remains zero. Zero times q is zero."
1908.27,1937.22,"But on this side it looks like this. So I can rewrite this into this direction. Even if Q is not equal to zero, then if this holds, then also that holds. Because it would correspond to dividing by Q, which is a non-zero number. So these two are equivalent. They describe exactly the same hyperplane."
1937.22,1968.18,"as long as Q is not equal to zero. Do we see this? Right? It's very important. I often use the term, it's above the separating plane or below the separating plane. This is highly confusing, right? I use this for your intuition, but it is very misleading because I can rewrite this expression with Q is minus one, right? And then I'm basically swapping the two."
1968.18,1994.32,"Right? So like above and below, you should take that with a grain of salt. That is just for your intuition. Right? Because by multiplying it with minus 1, right, the whole space kind of changes. Although the separation line does not change at all. So this is the goal that we have. So we want to find the separating plane in such a way that the crosses here are..."
1994.32,2022.3,"I now say it again, above the line, but you should take that with a grain of salt. And the red pluses are below the separating line. So that's our goal. So here I should show it again. So the points here should satisfy this expression, which I can write like this. And the points here should satisfy this expression. Again, that's why I put an explicit note here."
2022.3,2052.4,"Note that x is bigger than 0 is the same as minus x is smaller or equal to 0, right? So that means that if I use this q is equal to minus 1, this is equivalent to this. So just by negating all the numbers, I swap whether it's above or below, right? And that's why you should be careful if you interpret these things properly."
2052.43,2082.66,"So here you see a concrete example using the numbers that I had before. So based on these values, we get this line. And here, like we want these triangles to be above the line, and we want to be the stars be below the line. That's a basic idea. When we talked about logistic regression, we were using values 0 and 1. What is very common?"
2082.66,2111.42,"As you will see, let's say, later today, if you talk about SVMs, we typically talk about minus 1 and plus 1. And why that is the case will become clear, let's say, very soon. So that's what I show you now. So we use the convention that, let's say, the points that belong to one class are labeled minus 1. So this is..."
2111.42,2140.91,"These are the descriptive features. These are my target features of a certain instance i. So these are labeled minus 1, and the others are labeled plus 1. It's exactly the same idea as with regression. There we had 0 and 1. Here we have minus 1 and plus 1. And that has a mathematical reason that will become clear to you. So we want to find a hyperplane that separates the minus 1 from the plus 1 instances."
2141.01,2166.54,"And we will do that step by step. And what you will see is that I need, let's say, two or three attempts to get the problem into the way that we want to have it. But I'm doing it in multiple iterations in such a way that you can still follow it. If I would immediately show you the formula, you would be completely lost. So let's assume that we have something that is separable."
2166.74,2197.15,"where we have a line that is separating the instances that have a target feature minus 1 and 1. And then we can simply say, okay, if this is bigger than 0, we predict that the target feature is plus 1. If this is below 0, we predict the target feature to be minus 1. That's the convention that we are now using. So this is what I showed before."
2197.15,2226.62,"And you can see that this is good, this is good, this is not good, this is not good. Right? With the red and the yellow. So we could now, right, and now it's good that you, right, if you don't understand something here, it's very important that you ask, right? Otherwise you will be lost. So this is our input. We have I, so we have instances that are described."
2226.62,2256.59,"by a vector describing the descriptive features. And we have one target feature, Wi, that is equal to minus 101. And these other features, they are just numbers. They can be anything. And we have m instances. So this is our input data that we use to train it."
2256.75,2286.26,"And we would now, given this input, which is simply a table where you have columns describing, let's say, these things, and these are numbers. And the last column is a column where we just see values minus 1 and 1, because we are doing binary classification. And we have MROS in the table. So this is our input. And given this input, we would like to find a separating plane."
2286.26,2315.47,"a vector w and a constant b in such a way that this holds. So if this value is above zero, then it's plus one. If it's below zero, it's minus one. And that's what we would like to find. And we are assuming that that is possible, as you can see here. But there may be many lines. If you look at this, there are infinitely many separating planes. So which one do we take?"
2329.42,2355.31,"You don't understand it yet, why we are using the minus one and the one. It's just binary classification, and the convention is that we relabel the target feature. So the target could be cat or dog, and we now use the convention to call cat minus one and dog plus one. It's just a convention. Why we need it, you don't see that yet, but that will become clear."
2360.46,2390.26,"No, so in logistic regression, it was 0 or 1. It was also binary classification, it was 0 or 1. But there we had the convention for technical reasons that it was more like a probability. That was why it was between 0 and 1. Like the probability to belong to a particular class. Here, you don't understand why it's minus 1 and plus 1, but I promise you that will become clear."
2390.58,2420.48,"So we are now dealing with a problem. So if you would simply brute force, let's say, test all possible values of W and B, you would be able to find separating planes. There are many of them. And I hope that you understand there is precisely one that has a maximal safety margin that we get by inflating, let's say, this line in the middle. So we would like to..."
2420.48,2449.78,to create a separating plane where the distance from the hyperplane to the next point is as large as possible. So I can formulate this. So this is my point. This is an instance here. And this is my separating hyperplane. And we want this distance to be maximal.
2450.06,2479.17,"And if I want to walk from this point to the separating hyperplane, I need to use a vector that is orthogonal to this separating plane. And which vector is orthogonal? That is the vector w, as I showed you earlier. So we want to maximize this distance. And here I showed you, if I look at an instance here, x1,"
2479.17,2509.15,"and I want to walk to the closest point on the separating hyperplane, it will look like this. Because we have a vector that should be orthogonal to it. So we have this expression. This one is defined of taking this point and then walking using this orthogonal vector, lambda times w."
2509.15,2538.56,"this point x2, we know that it satisfies, let's say, this expression. So we have a point x2 that is on the line, so it should satisfy this expression. And we have a point x1 that is possibly not on the line. And this lambda times w is the way to walk from this point to that."
2538.56,2566.45,"And because it's orthogonal, we know that it is the shortest. So now I can simply, if I look here at this x2, I can replace this x2 by looking at this formula. So I bring this to the other side. So x2 is equal to x1 minus lambda w. So I simply fill out this x2 value here and I get this expression."
2566.8,2594.93,"The distance between this point and the line, the one that we would like to maximize, is equal to the length of this vector. Right? Is equal to that. Clear? So now we are just using mathematics, right? So we have this expression and we have this expression and we're going to play a bit with it. Right? So I copy this to the next slide. So we now have this and we have this."
2595.66,2626.51,"And the nasty thing that here is we have this value lambda, and we know that such a value exists, but we do not know which value it has. So the goal that we now have is to remove this lambda. That's our goal. We want to find an expression for this lambda. So if I look at this expression, I can bring this to the other side. So we get w times x1."
2626.51,2655.65,"The minus 1 goes to the other side. That becomes this expression. And the b stays on this side. Note that if I multiply, if I take the dot product of a vector with itself, they point in the same direction. So the cosine is equal to 1. So we simply get the product of the length of the vector. So this expression is very easy because it's just, let's say, the squared length."
2655.65,2682.91,"Right? That's what I did here. Right? So I'm rewriting this into this, and then we get this. So why did I move this to the other side? So now you can say lambda is equal to this divided by that. Right? So we have this. So I achieved my goal. I wanted to get rid, I wanted to compute this lambda, and I find an expression for the lambda. Right? So I achieved what I wanted to have."
2682.91,2711.86,Here I simply copied again what was on the previous slide. I did not do anything. But now I can compute the distance. Like it's lambda times w. I now know that lambda is this. Note that lambda is a number. W is a vector. But we look at the length of the vector. So I can simply... So here I fill in this lambda value. We get something like this. And I can simplify this.
2712.3,2743.15,"to this expression. I simply rewrite this as a note that these are just numbers. We have this squared, we have this here, so it can be simplified to this. Clear? So now we have an expression for d. The distance of this point x1 to the separating hyperplane."
2744.3,2770.29,And we would like to maximize the minimum distance. And note that this is a max-min problem. Do we see that? So we look at all the points and we would like to maximize the distance between the separating hydroplane and the point that is closest. Because that's our safety margin that we would like to maximize.
2770.77,2796.85,"So now we have, let's say, formulated this as a completely, let's say, mathematical problem. We want to find, let's say, this W vector and this B value in such a way that this is maximized under these constraints, where we are perfectly separating the points. Yeah? Unfortunately..."
2797.07,2824.85,"If you write it like this, you still need to use a kind of brute force approach. You cannot solve this problem very easily. So that's why we are going to do another round. To get to an expression that we would like to see. But I'm doing it in different steps in such a way that you can still track what I'm talking about. So here we have an if-then to two if-then statements."
2824.85,2852.46,"And in mathematical terms, you don't like if-then statements, right? Because that leads to a combinatorial explosion of possibilities. We also want to simplify this expression that you have here. So what are we going to do? We are going to make one assumption that makes suddenly all these expressions become very simple, right? And the assumption is that we assume..."
2852.46,2882.19,"that, let's say, the support vectors are on the line with the value 1 and the value minus 1. So we make this assumption. And why can we make this assumption? This is related to what I explained earlier, that we can multiply things by Q. If Q is, let's say, non-zero, we are not changing the problem at all. So in other words, we can basically use scaling."
2882.29,2910.99,"in such a way that we can use this assumption that we assume that the support vectors are on the line W times X plus B is equal to 1, and W times X plus B is equal to minus 1. So this is like a trick, right? But we can do it because we can multiply things by Q and it scales. So let's see what happens if we do this."
2911.18,2940.14,"So we simply make this assumption and we are allowed to make this assumption because we can always multiply, let's say, our separating hyperplane with the value q and that would not change the problem. That's why we can make this assumption. So I'm now writing down everything that we need to know. So all the red points are above this line corresponding to this expression."
2940.14,2969.25,"All the blue dots are below this line. This. And this area between these two lines is like a no man's land. There are no points there. Right? There are no things here. And like the distance is again, so the short distance from this support vector to the separating hyperplane is again equal to the same thing that we saw before. Right? And the reasoning is,"
2969.25,3000.0,"That from a point to go to the separating hyperplane, the shortest path is always an orthogonal path. That's orthogonal to the hyperplane. So this is now the alternative formulation. And I'm now going to again play with all of the formulas. So before we had this, right? So this was the original expression. And if you now see, I can now, before it says zero, right? But now it says bigger than one."
3000.0,3030.58,"and smaller than minus 1. And now you can see why I chose plus 1 and minus 1, because this can now be rewritten into one expression. Right? So this is, there was earlier a question, why is it plus 1 and why is it minus 1? Because now we can use this, let's say, convenient trick. And let me explain this. So if this value is bigger than 1, and this value is plus 1, if I multiply these two,"
3030.67,3059.87,"it is also at least 1. If my target feature is minus 1, and this is lower than minus 1, and I multiply these two, minus 1 times minus 1 is equal to 1. So this logical expression can be rewritten in this way. So suppose that we are now, let's say,"
3059.87,3082.48,"If this would be bigger than 1 and this would be minus 1, this would not hold, right? And vice versa. So from a logical point of view, these two if-then-else statements collapse into this expression. So that was the first goal that we had, right? That we wanted to get rid of these two if-then-else expressions."
3084.56,3111.98,"Now we also want to have a simpler expression for this distance notion. And again, here I didn't do anything. I just repeated everything that I said before. Just assuming that the support vectors are on the line 1 and the line equal to minus 1. So if I have a point here and I want to go to the closest point."
3111.98,3139.09,"On this other line that is corresponding to the support vectors, it has a length of 2d. And again, we need to walk orthogonal, let's say, to the separating hyperplane. So the distance between this line that contains one or more support vectors and this line that contains one or more support vectors is equal to 2 times d is equal to this. Right? That's it."
3140.3,3170.94,"This point on the other line, we can describe that. Again, the same trick. X2 is equal to X1 walking into this direction indicated by W. And the length is now 2 lambda. And why is it 2 lambda? Because we take this step and we take this step to get to this point. Clear? So now I simply fill out..."
3170.94,3199.86,"So we know that x2 is on this line, right? And we know that x2 is equal to this expression. So we simply replace x2 by this expression and then we get this. This support vector here is on this line that equals to minus 1. So we have this expression. Clear? This is what we can conclude from the pictures."
3200.08,3230.21,"And now the only thing that I have to do is that I need to manipulate these formulas. And remember, the goal is again to have like an expression for the distance. Right? For the distance d. So I simply copied the two expressions that we had before. Right? And I can simply rewrite this. So we get w times x1 plus b."
3230.21,3257.94,"And I do W times 2 times lambda W, that is equal to this. W times W is again very easy because it's the square of the length of the vector. So I can now, if you look at this part here, that is exactly the same as this part. So I can now fill in minus 1 here."
3258.93,3288.64,"And now we have an expression that just talks about W and lambda. And I can move the minus 1 to the other side and then rewrite it. So lambda is equal to 1 divided by the square of the length of the vector. And that was again our goal, to have an expression for lambda just in terms of W."
3288.64,3317.1,"the vector that we would like to do. So here I have an expression for lambda. We would like to maximize the minimal distance. So we like to maximize this expression. So lambda is equal to this. This is the thing that we would like to maximize. And now note, so here I filled out this, so the lambda I filled it out here, then we get something like this."
3317.1,3348.59,"So maximizing the distance corresponds to minimizing the length of vector w. Right? It has become very simple. Right? And it has become very simple because I simply made this assumption, let's now assume that it's on line 1 and line minus 1. Yeah? So this is what we now have. So our reformulated problem,"
3348.59,3378.77,"This is our input. This is our constraint. So the two if-then statements have collapsed into this single expression here. And we would like to minimize, let's say, this W, such that these constraints hold. Then, for technical reasons, but that's very easy to understand, if you want to minimize, let's say, the length W,"
3378.77,3407.39,"you can also rewrite this to minimize the square of W. Nothing changes. It's a positive value. So this problem that I show you here is equivalent to this problem. Nothing changes. Minimizing the square is the same as minimizing the value, so nothing changed. And this is now the final form."
3407.39,3438.98,"And this is a quadratic optimization problem where there are, let's say, solvers that are, let's say, tailored to solve this problem as efficient as possible. Yeah? Clear? So this is a formula that you should know and understand how it works. Right? So if you get like a small example, these are the things that you should be able to reason about. Yeah? So this is a convex quadratic optimization problem that can be solved."
3438.98,3466.77,"Let's say efficiently. And that's why I made all the constraints that I showed you before. So a summary. If we want to solve this problem, we just need to solve this optimization problem. And there are standard solvers to do that for you. Yeah? It's so beautiful it makes you cry. Doesn't it? Okay."
3467.09,3492.14,"But I've made one very important simplifying assumption. Everything that I talked about before assumes that there is a separating plane, right? But in any real-life application, that will not be the case, right? So we need to relax the problem a bit to make it work, right? So if instances are not separable..."
3492.14,3522.77,"then there can be these two reasons that I indicated before. There can be outliers or there can be a structural problem, right? And both issues we still need to address. So this data is nicely separable. If I now just put a white dot somewhere here, it is no longer separable. And everything that I talked about before would completely collapse, right? Because there is no solution for the optimization problem. So this one would destroy it."
3522.77,3553.39,"So the one that I show here makes it non-separable. So there is no solution. But also this one would not be, let's say, very good. Because this one point would influence completely where this line is running. Where you probably would like to have something that is more in the middle and accept this outlier. So now we are going to balance two forces."
3553.39,3583.62,"We allow points that are violating our constraint. So, in principle, all white dots should be below this line and all yellow dots should be above this line. But that's not the case. So, we now allow for this with a certain penalty. And we are solving an optimization problem where we have a goal function and we can simply manipulate the goal function"
3583.62,3613.62,"to allow for such, let's say, exceptional cases to some degree. And that's actually very simple. But please ask if things are not clear. So here, we had this constraint, should be at least one. But now we write here minus epsilon. And the goal is that epsilon is zero. An epsilon equal to zero."
3613.62,3641.71,"means that we can still do this. But we tolerate, let's say, that this constraint is being violated. But there is a penalty. So think of this epsilon as a penalty if we need to use it. And we are summing over all the epsilons for all the different instances. And we multiply this with a constant c. So this is the part that we would like to minimize before."
3642.86,3669.9,"Now we allow for, let's say, these imperfections, but these imperfections also have a penalty. And with this constant weight, we can indicate how we count this penalty. So if we choose C equal to infinite, right, then we basically get our original solution."
